sim_time; tb3_0?world_linear_velocity/x; tb3_0?world_linear_velocity/y;; tb3_1?world_linear_velocity/x; tb3_1?world_linear_velocity/y
136,403;-0,00168468;-0,00206845;2,67E-03;-0,0327863;-0,00550701
136,404;-0,00201741;-0,00186565;2,75E-03;-0,0327966;-0,00543887
136,405;-0,00220692;-0,00175904;2,82E-03;-0,0328062;-0,00537044
136,406;-0,0024138;-0,0017068;2,96E-03;-0,0328151;-0,00530168
136,407;-0,0020343;-0,00180501;2,72E-03;-0,0328236;-0,00523259
136,408;-0,00226292;-0,0016234;2,79E-03;-0,0328318;-0,00516317
136,409;-0,00235878;-0,00151772;2,80E-03;-0,0328398;-0,00509346
136,41;-0,00290978;-0,00141588;3,24E-03;-0,0328477;-0,00502349
136,411;-0,00221835;-0,00145029;2,65E-03;-0,0328557;-0,00495332
136,412;-0,0024672;-0,00135143;2,81E-03;-0,0328637;-0,00488301
136,413;-0,00288871;-0,00128206;3,16E-03;-0,0327886;-0,00483158
136,414;-0,00209349;-0,00142953;2,54E-03;-0,0327622;-0,00472996
136,415;-0,00229323;-0,00123698;2,61E-03;-0,0327823;-0,00464613
136,416;-0,00184819;-0,00116595;2,19E-03;-0,0327577;-0,00455729
136,417;-0,00180886;-0,00112118;2,13E-03;-0,0327201;-0,00444989
136,418;-0,00136381;-0,00107919;1,74E-03;-0,0326877;-0,00434172
136,419;-0,00132461;-0,000943102;1,63E-03;-0,0326715;-0,00424655
136,42;-0,00105092;-0,00089703;1,38E-03;-0,0326745;-0,00417071
136,421;-0,000860671;-0,000822682;1,19E-03;-0,0326928;-0,00411407
136,422;-0,000679221;-0,000721131;9,91E-04;-0,0327192;-0,00407236
136,423;-0,000536793;-0,000601718;8,06E-04;-0,0327458;-0,00403927
136,424;-0,00046576;-0,00047772;6,67E-04;-0,032766;-0,0040082
136,425;-0,000318186;-0,000341704;4,67E-04;-0,0327761;-0,0039735
136,426;-0,000255211;-0,000194255;3,21E-04;-0,0327752;-0,00393116
136,427;-0,000302507;-6,02E-05;3,08E-04;-0,0327649;-0,00387905
136,428;-0,00017793;-3,41E-06;1,78E-04;-0,0327482;-0,00381683
136,429;-0,000284938;0,000153671;3,24E-04;-0,0327291;-0,0037456
136,43;-1,97E-05;3,48E-06;2,00E-05;-0,0327109;-0,00366736
136,431;-5,50E-05;-3,83E-05;6,70E-05;-0,0326964;-0,00358443
136,432;-4,44E-05;-0,00016219;1,68E-04;-0,0326872;-0,00349912
136,433;-0,00010021;0,000102704;1,43E-04;-0,0326839;-0,00341336
136,434;-0,000256764;0,000238313;3,50E-04;-0,0326863;-0,00332863
136,435;-7,66E-05;7,73E-05;1,09E-04;-0,0326935;-0,00324581
136,436;-4,30E-05;1,03E-08;4,30E-05;-0,0327041;-0,00316535
136,437;-4,53E-06;-9,79E-05;9,80E-05;-0,0326055;-0,00309092
136,438;-0,000149539;0,000153004;2,14E-04;-0,0325552;-0,00301854
136,439;-2,92E-05;2,75E-05;4,01E-05;-0,0325398;-0,00294581
136,44;1,84E-05;-3,20E-05;3,69E-05;-0,0325454;-0,00287266
136,441;3,17E-05;-8,26E-05;8,85E-05;-0,032562;-0,00279803
136,442;-0,000158286;0,000153093;2,20E-04;-0,0325841;-0,0027211
136,443;-6,16E-05;6,20E-05;8,74E-05;-0,0326064;-0,00264425
136,444;-6,70E-06;4,85E-06;8,27E-06;-0,0326258;-0,00256835
136,445;-0,000346669;0,000223888;4,13E-04;-0,0326415;-0,00249326
136,446;3,09E-05;8,22E-05;8,78E-05;-0,0326542;-0,00241872
136,447;-0,000128781;0,000138076;1,89E-04;-0,0326654;-0,00234471
136,448;-0,000442568;0,000359341;5,70E-04;-0,0326765;-0,00227146
136,449;-7,28E-05;0,000208036;2,20E-04;-0,0326882;-0,00219916
136,45;-0,000226813;0,000241492;3,31E-04;-0,0327003;-0,00212798
136,451;-0,000456338;0,000458777;6,47E-04;-0,0327125;-0,00205787
136,452;-8,47E-05;0,000257461;2,71E-04;-0,0327239;-0,00198862
136,453;-0,000227721;0,000242425;3,33E-04;-0,0327339;-0,00191992
136,454;-0,000144906;0,00015383;2,11E-04;-0,0327419;-0,00185139
136,455;-0,000345731;0,000335943;4,82E-04;-0,0327479;-0,00178271
136,456;-3,23E-05;0,000169166;1,72E-04;-0,0327519;-0,00171365
136,457;-0,000153905;0,000163627;2,25E-04;-0,0327544;-0,00164406
136,458;-0,000348791;0,000366901;5,06E-04;-0,0327558;-0,00157469
136,459;-0,000125126;0,000348605;3,70E-04;-0,0327565;-0,00150484
136,46;-0,000288701;0,000306399;4,21E-04;-0,0327567;-0,00143426
136,461;-0,00047463;0,000341547;5,85E-04;-0,0327571;-0,00136239
136,462;-0,000182125;0,000183554;2,59E-04;-0,0327581;-0,00128952
136,463;-0,000228728;0,000242385;3,33E-04;-0,0327595;-0,00121611
136,464;-0,000372079;0,000287149;4,70E-04;-0,0327613;-0,00114264
136,465;-7,51E-05;9,56E-05;1,22E-04;-0,0327634;-0,00106945
136,466;-9,56E-05;0,000100255;1,39E-04;-0,0327658;-0,000996708
136,467;-0,000212271;0,000147837;2,59E-04;-0,0327683;-0,000924454
136,468;5,31E-05;2,70E-05;5,96E-05;-0,032771;-0,000852653
136,469;1,30E-05;-1,57E-05;2,03E-05;-0,0327738;-0,000781234
136,47;-0,000100131;3,25E-05;1,05E-04;-0,0327766;-0,000710118
136,471;0,000147525;-4,79E-05;1,55E-04;-0,0327794;-0,000639232
136,472;8,65E-05;-9,32E-05;1,27E-04;-0,0327821;-0,000568506
136,473;-7,45E-05;-4,92E-05;8,93E-05;-0,0327847;-0,000497875
136,474;2,71E-05;1,74E-05;3,22E-05;-0,032787;-0,000427279
136,475;-5,58E-05;5,79E-05;8,04E-05;-0,032789;-0,000356666
136,476;-4,05E-06;2,25E-06;4,63E-06;-0,0327908;-0,000285997
136,477;-0,000125645;1,46E-05;1,26E-04;-0,0327922;-0,000215249
136,478;2,54E-05;-3,61E-05;4,41E-05;-0,0327935;-0,000144414
136,479;-1,62E-05;-2,22E-05;2,75E-05;-0,0327945;-7,35E-05
136,48;6,62E-06;-1,04E-05;1,23E-05;-0,0327954;-2,52E-06
136,481;-5,49E-05;-4,43E-05;7,05E-05;-0,0327962;6,85E-05
136,482;7,30E-06;-1,52E-05;1,69E-05;-0,0327969;0,000139556
136,483;-1,61E-05;-4,89E-05;5,15E-05;-0,0327975;0,000210624
136,484;5,03E-06;-9,87E-06;1,11E-05;-0,032798;0,000281701
136,485;-1,62E-05;-8,13E-05;8,29E-05;-0,0327983;0,000352784
136,486;4,49E-06;-1,94E-07;4,50E-06;-0,0327986;0,000423875
136,487;2,40E-06;-3,77E-06;4,47E-06;-0,0327987;0,00049498
136,488;-4,60E-05;-0,000104893;1,15E-04;-0,0327986;0,000566102
136,489;9,03E-05;3,30E-05;9,61E-05;-0,0327984;0,000637244
136,49;7,38E-05;-7,66E-05;1,06E-04;-0,032798;0,000708407
136,491;4,39E-05;-5,01E-05;6,66E-05;-0,0327975;0,00077959
136,492;1,16E-05;-0,000184076;1,84E-04;-0,0327968;0,000850791
136,493;8,28E-05;-5,14E-06;8,30E-05;-0,0327959;0,000922004
136,494;0,000103269;-0,000141027;1,75E-04;-0,0327949;0,000993227
136,495;6,78E-05;-1,45E-05;6,93E-05;-0,0327938;0,00106445
136,496;0,00010352;-0,000112734;1,53E-04;-0,0327925;0,00113568
136,497;3,78E-05;-0,000284552;2,87E-04;-0,0327911;0,00120691
136,498;0,000178669;3,31E-05;1,82E-04;-0,0327895;0,00127813
136,499;5,51E-05;-6,04E-05;8,17E-05;-0,0327878;0,00134935
136,5;4,50E-06;-0,000257067;2,57E-04;-0,0327859;0,00142057
136,501;0,000169925;2,14E-05;1,71E-04;-0,0327839;0,00149178
136,502;7,07E-05;-7,74E-05;1,05E-04;-0,0327818;0,001563
136,503;4,26E-05;-0,000290741;2,94E-04;-0,0327795;0,00163421
136,504;0,00019683;3,97E-05;2,01E-04;-0,0327771;0,00170542
136,505;6,26E-05;-6,86E-05;9,29E-05;-0,0327745;0,00177664
136,506;6,06E-05;-0,000299994;3,06E-04;-0,0327717;0,00184785
136,507;0,00021243;3,98E-05;2,16E-04;-0,0327688;0,00191906
136,508;7,15E-05;-7,83E-05;1,06E-04;-0,0327658;0,00199028
136,509;7,94E-05;-0,000313993;3,24E-04;-0,0327626;0,00206149
136,51;0,000223852;5,78E-05;2,31E-04;-0,0327593;0,0021327
136,511;7,56E-05;-8,27E-05;1,12E-04;-0,0327558;0,00220391
136,512;9,29E-05;-0,000320709;3,34E-04;-0,0327522;0,00227512
136,513;0,000233999;5,91E-05;2,41E-04;-0,0327789;0,00234636
136,514;6,76E-05;-7,41E-05;1,00E-04;-0,0326647;0,00242932
136,515;0,000102055;-0,000305232;3,22E-04;-0,0326356;0,00253767
136,516;0,000262657;5,91E-05;2,69E-04;-0,0325959;0,00263101
136,517;6,01E-05;-6,58E-05;8,91E-05;-0,0325676;0,00270349
136,518;0,000122538;-0,000285526;3,11E-04;-0,0325592;0,00275736
136,519;0,000306206;7,63E-05;3,16E-04;-0,0325709;0,00280034
136,52;8,93E-05;-3,94E-05;9,76E-05;-0,0325957;0,00284079
136,521;0,000173203;-0,00024855;3,03E-04;-0,032624;0,00288457
136,522;0,000374318;6,65E-05;3,80E-04;-0,0326473;0,00293461
136,523;0,00015324;-3,54E-05;1,57E-04;-0,0326605;0,00299183
136,524;0,000231372;-0,000236078;3,31E-04;-0,0326615;0,00305618
136,525;0,000429256;8,48E-05;4,38E-04;-0,0326511;0,00312718
136,526;0,000203962;-7,03E-06;2,04E-04;-0,0326324;0,00320396
136,527;0,000215429;-0,00021868;3,07E-04;-0,0326093;0,00328518
136,528;0,000455266;9,76E-05;4,66E-04;-0,0325858;0,00336907
136,529;0,000273666;-0,000192707;3,35E-04;-0,0325649;0,00345372
136,53;0,000238332;-5,69E-05;2,45E-04;-0,0325485;0,0035374
136,531;0,000295952;-4,42E-06;2,96E-04;-0,032537;0,00361892
136,532;0,000151867;0,000116675;1,92E-04;-0,03253;0,00369769
136,533;0,000169615;-3,58E-05;1,73E-04;-0,0325259;0,00377378
136,534;0,00022353;0,000290227;3,66E-04;-0,0325232;0,00384769
136,535;-2,38E-06;0,00024819;2,48E-04;-0,0325205;0,00392015
136,536;0,000224365;0,000269937;3,51E-04;-0,0325167;0,0039919
136,537;0,000130077;0,000337912;3,62E-04;-0,0325112;0,00406352
136,538;0,000112839;0,000173065;2,07E-04;-0,0325038;0,00413539
136,539;0,000264362;0,000413228;4,91E-04;-0,032495;0,00420763
136,54;0,000167635;0,000285631;3,31E-04;-0,032485;0,0042802
136,541;0,000131298;0,000434603;4,54E-04;-0,0324746;0,00435295
136,542;0,000124844;0,000313372;3,37E-04;-0,0324642;0,00442568
136,543;0,000235463;0,000516401;5,68E-04;-0,0324542;0,00449824
136,544;0,000187611;0,000430316;4,69E-04;-0,0324447;0,00457051
136,545;0,000190512;0,000575752;6,06E-04;-0,0324357;0,00464246
136,546;3,10E-05;0,00054837;5,49E-04;-0,0324271;0,00471412
136,547;0,00020261;0,000580816;6,15E-04;-0,0324187;0,00478557
136,548;8,89E-05;0,000585537;5,92E-04;-0,0324102;0,00485691
136,549;0,000194819;0,000588303;6,20E-04;-0,0324015;0,00492825
136,55;0,000112189;0,000562774;5,74E-04;-0,0323925;0,00499966
136,551;0,000162678;0,000557518;5,81E-04;-0,032383;0,00507122
136,552;0,000129043;0,000532005;5,47E-04;-0,0323731;0,00514292
136,553;4,55E-05;0,000459147;4,61E-04;-0,0323629;0,00521478
136,554;0,000107227;0,000473277;4,85E-04;-0,0323524;0,00528676
136,555;0,000129703;0,000402907;4,23E-04;-0,0323417;0,00535882
136,556;0,000174643;0,000326764;3,71E-04;-0,0323308;0,00543092
136,557;0,000191316;0,000214795;2,88E-04;-0,0323199;0,00550303
136,558;0,000221134;0,000197573;2,97E-04;-0,0323089;0,00557512
136,559;0,000199771;0,000125333;2,36E-04;-0,0322978;0,00564718
136,56;0,000214269;5,40E-05;2,21E-04;-0,0322866;0,0057192
136,561;0,000236881;-2,35E-05;2,38E-04;-0,0322753;0,00579119
136,562;0,000298523;0,000106569;3,17E-04;-0,0322638;0,00586314
136,563;0,000400757;8,90E-05;4,11E-04;-0,0322521;0,00593507
136,564;0,00022998;9,12E-05;2,47E-04;-0,0322403;0,00600699
136,565;0,000299928;0,000192121;3,56E-04;-0,0322282;0,00607889
136,566;0,000234941;0,000137489;2,72E-04;-0,032216;0,00615077
136,567;0,000161257;-3,69E-05;1,65E-04;-0,0322035;0,00622263
136,568;0,000385892;-9,24E-06;3,86E-04;-0,0321909;0,00629447
136,569;0,000334264;-4,46E-05;3,37E-04;-0,0321782;0,00636628
136,57;0,000248942;-0,000199169;3,19E-04;-0,0321653;0,00643806
136,571;0,000441606;-0,000167636;4,72E-04;-0,0321522;0,00650981
136,572;0,000356286;-0,000279125;4,53E-04;-0,0321391;0,00658153
136,573;0,000310898;-0,000473329;5,66E-04;-0,0321257;0,00665321
136,574;0,000442066;-0,000321847;5,47E-04;-0,0321122;0,00672486
136,575;0,000388333;-0,000469277;6,09E-04;-0,0320986;0,00679647
136,576;0,000367484;-0,000215358;4,26E-04;-0,0320848;0,00686807
136,577;0,000254057;-0,000200608;3,24E-04;-0,0320708;0,00693963
136,578;0,000312277;-5,88E-05;3,18E-04;-0,0320567;0,00701117
136,579;0,000210753;-0,000132937;2,49E-04;-0,0320424;0,00708268
136,58;0,000212456;-0,000401834;4,55E-04;-0,0320279;0,00715417
136,581;0,000371474;-5,39E-05;3,75E-04;-0,0320133;0,00722563
136,582;0,000271534;-0,000298583;4,04E-04;-0,0319985;0,00729707
136,583;0,00023621;-0,000163391;2,87E-04;-0,0319835;0,00736848
136,584;0,000222966;-0,000104525;2,46E-04;-0,0319684;0,00743987
136,585;0,000196335;-0,000208729;2,87E-04;-0,0319532;0,00751122
136,586;0,000145901;-0,00013227;1,97E-04;-0,0319378;0,00758255
136,587;7,16E-05;-0,000486998;4,92E-04;-0,0319222;0,00765385
136,588;0,000213497;-0,000126816;2,48E-04;-0,0319064;0,00772512
136,589;0,00019665;-0,000443516;4,85E-04;-0,0318905;0,00779636
136,59;0,000157412;-0,00031387;3,51E-04;-0,0318745;0,00786757
136,591;0,000162276;-0,000278436;3,22E-04;-0,0318582;0,00793874
136,592;0,000221682;-0,000606828;6,46E-04;-0,0318419;0,00800989
136,593;0,000271878;-0,000164101;3,18E-04;-0,0318253;0,00808101
136,594;0,000178783;-0,000497084;5,28E-04;-0,0318086;0,0081521
136,595;0,000152037;-0,000344455;3,77E-04;-0,0317917;0,00822315
136,596;0,00014481;-0,000286977;3,21E-04;-0,0317747;0,00829418
136,597;0,000206358;-0,000607717;6,42E-04;-0,0317575;0,00836516
136,598;0,000255488;-0,000170321;3,07E-04;-0,0317402;0,00843612
136,599;0,000216259;-0,000484728;5,31E-04;-0,0317227;0,00850704
136,6;0,000191662;-0,000153949;2,46E-04;-0,031705;0,00857793
136,601;3,56E-05;-0,000256529;2,59E-04;-0,0316872;0,00864878
136,602;0,000165092;-0,000223514;2,78E-04;-0,0316692;0,0087196
136,603;6,45E-05;-0,000216021;2,25E-04;-0,031651;0,00879038
136,604;0,000106269;-0,000580154;5,90E-04;-0,0316327;0,00886113
136,605;0,000262478;-0,00010711;2,83E-04;-0,0316143;0,00893184
136,606;0,000193393;-0,000392133;4,37E-04;-0,0315956;0,00900251
136,607;0,000105074;-0,000226767;2,50E-04;-0,0315769;0,00907315
136,608;0,000130094;-0,000174614;2,18E-04;-0,0315579;0,00914375
136,609;0,000179995;-0,000478649;5,11E-04;-0,0315388;0,00921431
136,61;0,000277169;1,81E-05;2,78E-04;-0,0315195;0,00928483
136,611;0,000168714;-0,0002701;3,18E-04;-0,0315001;0,00935532
136,612;0,000109917;3,50E-05;1,15E-04;-0,0314805;0,00942576
136,613;0,000123003;-0,000301991;3,26E-04;-0,0314851;0,0095423
136,614;0,000215573;8,00E-06;2,16E-04;-0,0314216;0,00963585
136,615;3,36E-05;-3,70E-05;4,99E-05;-0,0314069;0,00972015
136,616;7,72E-05;-0,00037532;3,83E-04;-0,0314065;0,00979047
136,617;0,000271179;3,26E-05;2,73E-04;-0,0314181;0,00984765
136,618;0,000175455;-0,000219105;2,81E-04;-0,0314251;0,00989561
136,619;9,29E-05;-7,41E-05;1,19E-04;-0,0314205;0,00994175
136,62;0,000110162;-0,000120937;1,64E-04;-0,0314043;0,00999216
136,621;0,000255204;-0,000270979;3,72E-04;-0,0313803;0,0100496
136,622;0,000107314;-8,06E-05;1,34E-04;-0,0313531;0,0101138
136,623;5,52E-05;-0,000342014;3,46E-04;-0,0313268;0,0101828
136,624;0,000243331;1,43E-05;2,44E-04;-0,0313037;0,0102542
136,625;0,000149617;-0,000157971;2,18E-04;-0,0312841;0,0103264
136,626;9,46E-05;6,61E-05;1,15E-04;-0,0312672;0,0103986
136,627;-8,57E-05;5,37E-05;1,01E-04;-0,0312511;0,010471
136,628;7,97E-05;-8,74E-05;1,18E-04;-0,031234;0,0105438
136,629;0,000225734;-0,000239319;3,29E-04;-0,0312142;0,0106174
136,63;8,65E-05;-1,13E-05;8,72E-05;-0,031191;0,010692
136,631;-2,73E-05;-0,000230033;2,32E-04;-0,0311645;0,0107675
136,632;0,000180793;-3,39E-05;1,84E-04;-0,0311354;0,0108436
136,633;0,000121468;-0,00012859;1,77E-04;-0,0311048;0,01092
136,634;7,56E-05;6,89E-05;1,02E-04;-0,031074;0,0109962
136,635;-0,00012556;0,000101608;1,62E-04;-0,0310437;0,0110721
136,636;7,06E-05;-7,79E-05;1,05E-04;-0,0310147;0,0111472
136,637;0,000195649;-0,00020744;2,85E-04;-0,0309872;0,0112216
136,638;4,44E-05;5,04E-05;6,71E-05;-0,0309611;0,011295
136,639;6,73E-05;-7,29E-05;9,92E-05;-0,030936;0,0113675
136,64;-0,000100206;0,000106712;1,46E-04;-0,0309116;0,0114393
136,641;4,32E-05;-5,04E-05;6,63E-05;-0,0308874;0,0115104
136,642;0,000154935;-0,000164418;2,26E-04;-0,030863;0,011581
136,643;-9,77E-06;0,000110438;1,11E-04;-0,0308383;0,0116512
136,644;1,95E-05;-2,36E-05;3,06E-05;-0,0308131;0,0117212
136,645;0,000126208;-0,000134272;1,84E-04;-0,0307876;0,011791
136,646;-2,56E-05;0,000106649;1,10E-04;-0,0307616;0,0118608
136,647;1,94E-06;-5,07E-06;5,43E-06;-0,0307355;0,0119305
136,648;9,56E-05;-0,000101773;1,40E-04;-0,0307092;0,0120002
136,649;-5,86E-05;7,25E-05;9,32E-05;-0,0306829;0,0120699
136,65;-4,82E-06;1,76E-06;5,14E-06;-0,0306566;0,0121396
136,651;6,83E-05;-7,28E-05;9,98E-05;-0,0306303;0,0122094
136,652;0,000129896;-0,000137367;1,89E-04;-0,0306039;0,0122791
136,653;1,41E-05;4,17E-05;4,40E-05;-0,0305774;0,0123488
136,654;-3,21E-05;5,03E-05;5,97E-05;-0,0305507;0,0124186
136,655;2,85E-05;-3,14E-05;4,24E-05;-0,0305237;0,0124884
136,656;-9,07E-05;-0,000180336;2,02E-04;-0,0304966;0,0125581
136,657;0,000199848;-6,64E-05;2,11E-04;-0,0304691;0,0126279
136,658;-6,41E-05;-6,61E-05;9,21E-05;-0,0304414;0,0126977
136,659;2,21E-05;-2,45E-05;3,30E-05;-0,0304134;0,0127675
136,66;-8,16E-05;-4,52E-05;9,33E-05;-0,0303852;0,0128373
136,661;-2,01E-06;4,69E-05;4,70E-05;-0,0303569;0,0129071
136,662;-1,58E-05;1,54E-05;2,21E-05;-0,0303283;0,0129768
136,663;-0,000164074;-0,00021455;2,70E-04;-0,0302996;0,0130464
136,664;0,00017086;-0,000172491;2,43E-04;-0,0302708;0,013116
136,665;7,90E-05;-0,000224757;2,38E-04;-0,0302418;0,0131855
136,666;6,49E-05;-0,000195799;2,06E-04;-0,0302127;0,013255
136,667;0,000183018;-0,00012171;2,20E-04;-0,0301834;0,0133244
136,668;0,000197815;-0,000125409;2,34E-04;-0,0301539;0,0133937
136,669;-2,36E-06;-0,000324045;3,24E-04;-0,0301243;0,0134629
136,67;0,000223672;4,02E-05;2,27E-04;-0,0300944;0,0135321
136,671;1,45E-05;-0,000107477;1,08E-04;-0,0300645;0,0136011
136,672;-0,000226074;-0,000448814;5,03E-04;-0,0300343;0,0136701
136,673;7,34E-05;-0,000304719;3,13E-04;-0,030004;0,013739
136,674;-6,91E-05;-0,000428499;4,34E-04;-0,0299735;0,0138079
136,675;-7,39E-05;-0,000458629;4,65E-04;-0,0299428;0,0138766
136,676;-5,18E-05;-0,000475388;4,78E-04;-0,029912;0,0139453
136,677;2,78E-07;-0,000477441;4,77E-04;-0,029881;0,0140139
136,678;4,47E-05;-0,000464477;4,67E-04;-0,0298499;0,0140825
136,679;7,93E-05;-0,000440115;4,47E-04;-0,0298186;0,0141509
136,68;0,000104324;-0,000409162;4,22E-04;-0,0297871;0,0142193
136,681;-4,82E-05;-0,000659578;6,61E-04;-0,0297555;0,0142876
136,682;0,000123318;-0,000349768;3,71E-04;-0,0297237;0,0143559
136,683;1,32E-05;-0,000533275;5,33E-04;-0,0296917;0,014424
136,684;-4,34E-05;-0,000351413;3,54E-04;-0,0296595;0,0144921
136,685;-0,00021288;-0,000588028;6,25E-04;-0,0296272;0,0145602
136,686;1,83E-05;-0,000364913;3,65E-04;-0,0295947;0,0146281
136,687;-7,23E-05;-0,000563172;5,68E-04;-0,0295621;0,014696
136,688;-5,36E-05;-0,00034645;3,51E-04;-0,0295292;0,0147638
136,689;-0,000148561;-0,000568754;5,88E-04;-0,0294962;0,0148315
136,69;-2,62E-05;-0,000329758;3,31E-04;-0,0294631;0,0148991
136,691;-0,00010169;-0,00054193;5,51E-04;-0,0294297;0,0149667
136,692;-3,73E-05;-0,000309428;3,12E-04;-0,0293962;0,0150342
136,693;-0,000116546;-0,000533101;5,46E-04;-0,0293625;0,0151016
136,694;-1,64E-05;-0,000283455;2,84E-04;-0,0293287;0,0151689
136,695;-9,32E-05;-0,000505406;5,14E-04;-0,0292947;0,0152362
136,696;-1,14E-05;-0,000257062;2,57E-04;-0,0292605;0,0153033
136,697;-9,20E-05;-0,000486381;4,95E-04;-0,0292261;0,0153704
136,698;4,25E-06;-0,000231917;2,32E-04;-0,0291916;0,0154374
136,699;-8,03E-05;-0,000448577;4,56E-04;-0,0291569;0,0155043
136,7;5,43E-06;-0,000198015;1,98E-04;-0,029122;0,0155712
136,701;-7,39E-05;-0,000426686;4,33E-04;-0,029087;0,0156379
136,702;9,46E-06;-0,000180851;1,81E-04;-0,0290518;0,0157046
136,703;-0,000206663;-0,000248513;3,23E-04;-0,0290164;0,0157712
136,704;2,77E-05;-0,000205181;2,07E-04;-0,0289809;0,0158376
136,705;0,000153819;-0,000184773;2,40E-04;-0,0289452;0,015904
136,706;6,67E-06;-0,000110777;1,11E-04;-0,0289093;0,0159704
136,707;-5,57E-06;-9,52E-05;9,54E-05;-0,0288732;0,0160366
136,708;-4,83E-05;-8,92E-05;1,01E-04;-0,028837;0,0161027
136,709;-8,55E-05;-9,14E-05;1,25E-04;-0,0288006;0,0161688
136,71;9,05E-05;-9,64E-05;1,32E-04;-0,028764;0,0162347
136,711;-0,000105817;-0,000114513;1,56E-04;-0,0287272;0,0163006
136,712;3,28E-05;-0,000107845;1,13E-04;-0,0286903;0,0163663
136,713;0,000148246;-0,000156484;2,16E-04;-0,0286089;0,0164829
136,714;-3,23E-05;-0,000120887;1,25E-04;-0,0285677;0,0165633
136,715;-1,03E-06;-0,000124563;1,25E-04;-0,0285562;0,0166523
136,716;-0,000237123;-0,000172932;2,93E-04;-0,0285748;0,0167489
136,717;2,25E-05;-0,000135048;1,37E-04;-0,0286146;0,0168348
136,718;0,000127075;-0,000158448;2,03E-04;-0,0286424;0,0169045
136,719;-8,55E-05;-0,000120556;1,48E-04;-0,028644;0,0169558
136,72;2,33E-05;-0,000107802;1,10E-04;-0,0286133;0,017002
136,721;-1,33E-05;-9,23E-05;9,33E-05;-0,0285568;0,017051
136,722;-0,000261918;-0,000122922;2,89E-04;-0,0284892;0,0171055
136,723;3,76E-05;-6,66E-05;7,65E-05;-0,0284261;0,0171657
136,724;0,000138611;-0,000145862;2,01E-04;-0,0283762;0,0172333
136,725;-0,000101006;-7,63E-05;1,27E-04;-0,0283443;0,017306
136,726;4,43E-05;-4,86E-05;6,58E-05;-0,0283303;0,0173787
136,727;1,12E-05;-1,25E-05;1,67E-05;-0,0283264;0,0174508
136,728;-0,000236962;-1,65E-05;2,38E-04;-0,0283227;0,0175219
136,729;3,71E-05;-4,26E-05;5,65E-05;-0,0283114;0,0175911
136,73;0,000132807;-0,000139789;1,93E-04;-0,0282894;0,0176576
136,731;-0,000120734;-3,10E-05;1,25E-04;-0,0282542;0,0177233
136,732;3,78E-05;-4,21E-05;5,66E-05;-0,0282059;0,017789
136,733;0,000136249;-0,000143773;1,98E-04;-0,0281473;0,0178552
136,734;-0,000106463;1,58E-05;1,08E-04;-0,0280832;0,0179211
136,735;4,34E-06;-6,35E-06;7,69E-06;-0,0280185;0,0179867
136,736;0,000109667;-0,000115958;1,60E-04;-0,0279564;0,0180527
136,737;-0,000147072;5,73E-05;1,58E-04;-0,0278983;0,0181197
136,738;-2,72E-06;5,01E-07;2,76E-06;-0,0278442;0,0181882
136,739;9,61E-05;-0,000101562;1,40E-04;-0,0277934;0,0182582
136,74;-0,000176691;8,85E-05;1,98E-04;-0,0277452;0,0183286
136,741;3,08E-06;-6,39E-06;7,09E-06;-0,0276988;0,0183984
136,742;9,34E-05;-9,87E-05;1,36E-04;-0,0276536;0,018467
136,743;-0,000184951;0,000119827;2,20E-04;-0,0276088;0,0185341
136,744;-6,07E-06;3,16E-06;6,84E-06;-0,0275641;0,0185997
136,745;7,90E-05;-8,34E-05;1,15E-04;-0,0275195;0,0186639
136,746;-1,57E-05;1,68E-05;2,30E-05;-0,0274748;0,0187271
136,747;-0,000271824;0,000209382;3,43E-04;-0,0274305;0,0187893
136,748;-4,85E-05;4,71E-05;6,76E-05;-0,0273863;0,0188513
136,749;3,15E-05;-3,30E-05;4,57E-05;-0,0273419;0,0189135
136,75;0,000111972;-0,000117465;1,62E-04;-0,027297;0,0189758
136,751;-0,000175154;0,000203998;2,69E-04;-0,0272515;0,0190382
136,752;-4,76E-05;4,75E-05;6,72E-05;-0,0272054;0,0191006
136,753;2,28E-05;-2,41E-05;3,31E-05;-0,0271588;0,019163
136,754;8,64E-05;-9,07E-05;1,25E-04;-0,0271117;0,0192253
136,755;-0,000186916;0,000229126;2,96E-04;-0,0270644;0,0192874
136,756;-8,65E-05;8,85E-05;1,24E-04;-0,0270167;0,0193494
136,757;-1,61E-05;1,65E-05;2,31E-05;-0,0269686;0,0194109
136,758;3,66E-05;-3,85E-05;5,31E-05;-0,0269202;0,0194721
136,759;6,41E-05;-6,69E-05;9,27E-05;-0,0268714;0,019533
136,76;-0,000184753;0,000190111;2,65E-04;-0,0268223;0,0195936
136,761;-9,22E-05;9,41E-05;1,32E-04;-0,026773;0,0196539
136,762;-3,86E-05;3,98E-05;5,54E-05;-0,0267234;0,0197139
136,763;1,34E-05;-1,48E-05;1,99E-05;-0,0266735;0,0197736
136,764;4,88E-05;-5,20E-05;7,13E-05;-0,0266233;0,0198331
136,765;7,20E-05;-7,64E-05;1,05E-04;-0,0265729;0,0198924
136,766;-0,000113708;0,000108077;1,57E-04;-0,0265223;0,0199513
136,767;-9,78E-05;0,000100119;1,40E-04;-0,0264715;0,0200101
136,768;-5,70E-05;5,89E-05;8,20E-05;-0,0264205;0,0200688
