sim_time; tb3_1?world_angular_velocity/x
128,463;-0,000128017
128,464;-0,000275701
128,465;-0,000323883
128,466;-0,00037657
128,467;-0,000462591
128,468;-0,000453613
128,469;-0,00084414
128,47;-0,00102008
128,471;-0,000970265
128,472;-0,000780341
128,473;-0,000523107
128,474;-0,000891613
128,475;-0,0011384
128,476;-0,00109395
128,477;-0,000851017
128,478;-0,000508889
128,479;-0,000365823
128,48;-0,000149122
128,481;-0,000532458
128,482;-0,000779154
128,483;-0,000705875
128,484;-0,000428402
128,485;0,00021517
128,486;-0,000218384
128,487;-0,000535895
128,488;-0,000492576
128,489;-0,000211999
128,49;-0,000296659
128,491;-0,000273758
128,492;-6,62E-05
128,493;6,05E-06
128,494;0,000211503
128,495;-7,91E-05
128,496;-0,000242482
128,497;-0,000131125
128,498;0,000145763
128,499;0,00026214
128,5;0,000456212
128,501;0,000361399
128,502;0,000365112
128,503;0,000494041
128,504;0,000668584
128,505;0,000471279
128,506;0,000341112
128,507;0,000345192
128,508;0,0004324
128,509;0,000545316
128,51;0,000642588
128,511;0,000703235
128,512;0,000723595
128,513;0,00165172
128,514;0,00160659
128,515;0,00112978
128,516;0,000553695
128,517;5,60E-05
128,518;-0,000311845
128,519;-0,000571289
128,52;-0,000758681
128,521;-0,000893688
128,522;-0,00097649
128,523;-0,00100126
128,524;-0,000967346
128,525;-0,000880293
128,526;-0,000757253
128,527;-0,00060936
128,528;-0,000452235
128,529;-0,000300628
128,53;-0,000167937
128,531;-6,22E-05
128,532;1,28E-05
128,533;5,75E-05
128,534;7,51E-05
128,535;7,09E-05
128,536;5,04E-05
128,537;1,93E-05
128,538;-1,73E-05
128,539;-5,56E-05
128,54;-9,28E-05
128,541;-0,000126029
128,542;-0,000154331
128,543;-0,000176859
128,544;-0,000193012
128,545;-0,000203287
128,546;-0,000208013
128,547;-0,000207888
128,548;-0,000204103
128,549;-0,000197512
128,55;-0,000189112
128,551;-0,000180051
128,552;-0,000170966
128,553;-0,000162416
128,554;-0,000154987
128,555;-0,000148658
128,556;-0,000143534
128,557;-0,000139572
128,558;-0,000136396
128,559;-0,000133962
128,56;-0,0001318
128,561;-0,000129874
128,562;-0,000127881
128,563;-0,000125749
128,564;-0,000123439
128,565;-0,000120857
128,566;-0,000118052
128,567;-0,000115107
128,568;-0,000112142
128,569;-0,000109363
128,57;-0,000107178
128,571;-0,00010684
128,572;-0,000135367
128,573;-0,000187851
128,574;-0,00025147
128,575;-0,000306941
128,576;-0,000344144
128,577;-0,000361733
128,578;-0,000364179
128,579;-0,000357893
128,58;-0,000348313
128,581;-0,000338729
128,582;-0,000330505
128,583;-0,00032387
128,584;-0,000318671
128,585;-0,000314778
128,586;-0,000312168
128,587;-0,000310818
128,588;-0,000310575
128,589;-0,000311104
128,59;-0,000311921
128,591;-0,000312506
128,592;-0,000312424
128,593;-0,000311419
128,594;-0,000309448
128,595;-0,000306658
128,596;-0,000303326
128,597;-0,000299775
128,598;-0,000296304
128,599;-0,000293133
128,6;-0,000290382
128,601;-0,00028807
128,602;-0,00028614
128,603;-0,000284485
128,604;-0,000282983
128,605;-0,000281518
128,606;-0,000280004
128,607;-0,000278388
128,608;-0,000276654
128,609;-0,000274816
128,61;-0,000272906
128,611;-0,000270967
128,612;-0,000269041
128,613;0,00284206
128,614;0,000870883
